customerid,ordercount,totalspent
8334,82,211055.23
8395,88,211054.07
7920,84,211048.53
2410,95,211045.67
6051,90,211043.73
4281,96,211039.12
9436,95,211028.68
3212,102,211028.30
3380,103,211024.49
7153,93,211024.10
3955,85,211014.49
3663,93,211012.13
9263,94,210999.76
7187,96,210977.05
9802,103,210948.89
8271,103,210944.29
664,91,210938.75
9357,96,210933.12
2918,92,210931.82
5931,91,210926.47
2518,99,210925.07
5404,98,210924.30
1165,91,210922.45
9312,90,210922.39
4242,88,210908.97
7773,88,210897.57
6848,96,210895.37
9115,89,210888.04
5414,91,210887.45
7491,91,210887.04
9283,92,210871.40
6024,92,210866.73
9734,90,210852.20
6411,94,210839.53
4556,92,210829.29
6768,87,210817.01
5296,100,210795.80
4829,99,210793.58
3031,89,210777.62
9091,99,210712.57
1052,96,210703.37
3888,101,210691.14
716,88,210684.38
2599,99,210677.70
261,103,210676.62
1114,94,210676.22
5859,97,210668.95
7273,106,210643.36
9274,104,210629.63
3266,94,210623.02
5314,94,210615.13
6785,95,210606.68
3531,91,210604.62
1888,89,210602.73
4949,97,210599.61
3062,90,210595.94
3873,90,210594.27
149,88,210571.59
4291,96,210567.80
3214,96,210567.33
3755,83,210558.41
1857,101,210553.93
7434,93,210545.96
8532,88,210538.73
2648,92,210514.40
4923,91,210506.28
3510,92,210503.81
887,95,210490.83
900,98,210486.25
7024,98,210470.52
3753,91,210464.78
3910,98,210464.19
3401,103,210463.58
4222,92,210455.47
8331,95,210453.95
9245,83,210444.16
3008,89,210441.28
10000,92,210436.44
4662,98,210435.63
1397,92,210435.58
6815,96,210432.06
3785,87,210424.57
1557,84,210419.90
7529,103,210412.29
6000,88,210410.11
5086,100,210407.60
7115,107,210406.10
2210,99,210399.42
2388,96,210386.68
3636,89,210385.16
3246,97,210380.86
8398,96,210379.48
1204,97,210365.26
3543,94,210363.60
1106,96,210359.75
4501,96,210353.50
9688,87,210351.06
3750,90,210337.76
4454,92,210335.35
7832,88,210330.89
2770,92,210326.87
2147,90,210316.80
5730,96,210315.41
2081,88,210311.19
8576,89,210309.60
8797,97,210306.15
9123,90,210300.65
5175,89,210294.42
8348,96,210267.80
4332,96,210265.57
8510,101,210251.85
9013,101,210240.30
9560,102,210237.76
7413,94,210235.97
6549,96,210232.71
5546,93,210222.12
1680,94,210201.77
6183,90,210199.85
6958,103,210198.87
3639,97,210196.90
5393,100,210185.00
298,88,210177.52
3232,87,210172.08
6589,100,210160.64
9439,96,210149.97
842,101,210146.18
2189,89,210134.72
1239,95,210126.22
8777,101,210105.19
8215,102,210087.97
7314,97,210082.19
21,94,210067.79
5937,87,210064.50
3900,98,210051.73
9201,85,210041.90
7116,88,210027.86
1015,104,210017.24
272,104,210010.45
6852,90,209993.71
8584,103,209969.85
2358,90,209967.33
3349,97,209967.26
198,90,209956.68
2625,92,209943.06
4951,94,209923.27
2001,91,209917.07
8909,96,209913.02
8698,94,209908.38
1233,91,209906.60
7925,95,209882.35
8173,92,209881.81
5174,91,209858.46
1483,83,209828.80
5991,92,209825.32
9740,99,209815.83
869,93,209815.18
2175,90,209797.65
3131,93,209792.93
108,88,209787.82
5699,97,209776.82
8845,94,209753.59
7418,91,209748.41
845,89,209748.16
6135,100,209746.98
7221,87,209729.38
1124,92,209729.28
768,92,209720.95
6769,91,209719.83
1422,98,209717.67
5961,96,209712.49
3343,87,209696.24
8204,95,209680.96
6917,90,209668.87
4004,88,209665.18
8196,96,209662.32
9256,83,209646.07
1610,92,209641.81
3647,92,209635.58
3260,93,209634.04
9557,95,209619.55
7737,97,209616.83
2207,85,209614.70
5148,94,209604.27
9701,88,209601.44
2852,99,209600.47
1125,96,209600.03
4538,103,209586.56
1482,104,209571.76
6991,95,209559.54
9596,92,209539.67
6747,87,209516.71
5131,88,209514.48
5397,98,209512.14
4127,93,209509.61
5927,106,209502.73
9600,93,209499.74
3588,96,209490.45
3192,92,209473.24
6909,102,209471.61
4794,100,209465.36
9487,90,209464.11
3038,97,209460.41
990,95,209445.70
4349,97,209442.95
7510,86,209436.27
1590,92,209434.42
1725,104,209428.99
4581,97,209423.77
4570,97,209407.06
2304,100,209401.51
573,93,209397.76
7978,96,209365.30
7178,96,209360.41
3190,93,209340.25
6272,96,209334.31
6528,87,209328.51
2418,92,209326.93
8577,88,209321.77
9225,95,209312.78
1698,88,209309.41
497,101,209307.82
3181,93,209303.37
7521,92,209288.34
6800,93,209280.26
1097,94,209251.02
7062,101,209247.27
9469,98,209240.50
9253,96,209219.84
8394,94,209213.58
5669,95,209210.21
6468,101,209201.16
9488,99,209183.96
1650,92,209177.41
7639,102,209173.97
226,97,209172.70
5711,94,209158.80
3102,88,209157.98
1887,100,209147.62
4314,99,209146.51
2537,88,209140.37
7911,99,209125.80
8489,86,209123.77
2767,86,209097.83
3354,86,209096.47
239,97,209095.54
3160,105,209089.28
1094,99,209071.67
6228,91,209069.98
7322,101,209045.48
4665,91,209030.23
4532,95,208998.32
1767,93,208996.16
587,92,208994.20
9601,96,208970.60
9170,92,208970.29
2012,100,208968.18
3329,93,208953.58
7083,83,208946.72
7524,92,208945.57
1143,95,208910.84
521,82,208902.06
4783,90,208888.01
1442,103,208879.40
7971,92,208879.27
749,81,208871.97
3690,93,208854.61
4749,85,208848.15
6984,88,208837.64
7995,97,208829.02
1156,94,208811.03
8275,93,208810.56
9440,96,208806.98
5993,88,208806.69
2335,96,208805.23
6257,103,208798.20
6064,91,208791.73
2755,89,208789.22
7401,99,208786.68
1298,93,208778.01
1315,91,208773.67
5549,88,208772.30
9288,87,208770.82
2709,84,208770.39
7771,88,208757.46
9381,98,208756.22
7134,94,208748.53
8225,98,208735.34
4878,91,208726.51
2405,87,208722.57
9905,89,208710.56
7606,92,208699.69
5858,89,208694.32
8239,90,208686.81
9366,102,208686.41
9894,87,208677.81
3175,94,208666.38
3776,85,208640.25
4221,82,208639.86
9926,87,208635.63
5947,100,208630.72
4893,97,208628.35
1170,86,208616.33
7913,91,208611.34
3651,88,208593.95
4427,96,208583.72
5941,98,208582.45
5295,96,208580.89
2483,96,208577.98
9777,99,208569.15
9924,98,208558.98
531,96,208556.45
5340,89,208552.84
4629,93,208550.40
6763,95,208541.45
4471,98,208534.59
1733,90,208532.66
2830,89,208531.66
1728,91,208531.12
8608,86,208521.99
2610,90,208521.09
8754,89,208515.70
5204,108,208508.22
5134,87,208484.65
5626,93,208482.70
2465,98,208467.28
9750,95,208461.77
3865,88,208448.36
294,92,208438.59
9331,99,208420.67
2261,81,208406.40
7234,93,208378.06
7551,93,208373.92
1056,105,208369.84
8976,90,208359.13
9316,90,208356.03
8945,94,208332.26
4982,99,208327.14
4278,91,208322.22
391,103,208320.66
809,94,208313.61
5995,93,208312.02
6574,99,208306.56
9670,100,208297.91
8397,84,208278.61
2857,87,208274.96
9048,94,208272.80
6710,96,208258.05
5341,93,208238.62
491,92,208229.22
6905,87,208212.91
4297,91,208212.47
2694,93,208195.15
6501,95,208173.04
3627,97,208169.91
7365,89,208164.67
6980,91,208156.00
4183,96,208155.76
6445,91,208153.14
7087,93,208149.52
1189,93,208137.55
1001,92,208125.60
12,100,208120.89
6818,94,208120.74
7232,90,208090.35
3197,96,208070.59
1629,93,208068.08
4616,93,208038.75
731,91,208013.70
2656,84,208006.50
4961,97,208001.82
157,95,208000.11
4757,91,207998.47
174,91,207992.22
5854,84,207985.77
2823,91,207985.06
295,93,207984.06
3403,98,207983.86
7377,89,207967.44
95,88,207959.02
4174,98,207958.89
2489,95,207957.32
5569,96,207956.98
9913,96,207938.90
2704,94,207922.55
8284,91,207922.23
2308,81,207919.04
5525,101,207915.72
2423,92,207897.65
8109,94,207892.30
2070,95,207892.12
4788,88,207887.82
4573,96,207884.72
4778,95,207883.16
1825,94,207874.16
3086,94,207874.03
8959,98,207871.87
4408,98,207866.05
6213,87,207865.37
7705,84,207860.45
3521,83,207852.32
4246,88,207847.98
810,95,207844.05
3511,84,207813.01
4803,89,207808.44
1676,87,207807.33
2197,95,207807.23
2747,79,207780.82
3837,94,207767.05
8350,93,207757.49
781,89,207752.00
8468,97,207748.05
4086,103,207742.47
6961,87,207739.41
4575,92,207737.95
3487,81,207734.90
2480,97,207729.47
3365,94,207727.50
5035,91,207719.88
1876,93,207695.47
2087,96,207691.09
3433,98,207690.76
7859,101,207687.42
2820,96,207676.80
9715,91,207675.25
9639,99,207661.99
101,85,207657.74
4816,100,207652.47
8257,100,207647.24
4841,102,207646.30
6535,95,207624.78
6127,89,207609.85
9052,95,207608.02
2806,99,207606.60
7363,83,207601.35
4079,93,207596.83
7955,98,207590.70
2106,91,207588.55
6982,97,207580.59
2921,87,207570.11
2349,96,207562.88
9659,97,207553.34
8207,89,207531.20
8121,94,207525.09
5696,96,207523.28
5791,93,207514.51
8002,85,207501.29
7213,87,207481.65
3714,89,207460.93
9065,96,207453.73
4172,102,207448.95
8549,97,207442.41
2452,92,207424.79
7029,85,207419.27
4598,93,207391.57
9671,88,207389.61
5684,96,207382.81
8025,96,207381.00
1817,95,207377.20
4907,94,207372.38
6706,97,207370.00
6581,97,207366.16
2051,92,207340.01
5691,96,207339.92
2771,99,207334.67
6484,93,207331.21
656,91,207327.30
1829,94,207311.30
9854,92,207297.52
2853,91,207274.80
2653,89,207273.99
1723,92,207256.62
3796,93,207243.70
1730,98,207242.54
7033,91,207233.68
4941,98,207230.93
4858,94,207225.04
9219,94,207216.84
1966,99,207210.47
6884,100,207202.00
73,89,207201.82
1897,91,207198.71
2779,100,207190.50
417,88,207177.07
4588,97,207119.78
3359,91,207117.05
5446,88,207110.81
8765,93,207107.87
8226,88,207091.94
5845,98,207078.92
1200,101,207059.06
6350,93,207043.33
2252,88,207030.23
5994,83,207015.91
3270,94,207010.82
4569,90,207009.39
9863,93,206987.73
3264,95,206982.25
1423,93,206979.77
1531,95,206973.78
1314,102,206959.00
4116,88,206957.21
2926,99,206949.70
5729,94,206942.33
7017,91,206929.29
7668,99,206928.62
8755,97,206921.53
3157,101,206921.45
1044,88,206920.48
1416,90,206918.08
1202,92,206913.17
8326,98,206904.13
3771,104,206903.91
8303,101,206891.30
1220,86,206875.96
6827,95,206863.01
8792,93,206860.70
6254,89,206822.22
8517,98,206819.40
2624,100,206812.30
7562,95,206808.38
2404,97,206763.36
2781,83,206754.53
3023,93,206754.35
8661,95,206734.91
92,109,206732.50
3368,103,206728.56
9920,85,206721.34
8763,93,206703.20
1709,96,206697.70
5742,99,206692.18
1927,101,206684.22
6138,89,206683.89
1194,91,206675.59
5084,86,206672.17
9906,96,206655.04
1717,99,206643.38
9532,100,206629.91
9960,89,206605.60
7962,97,206601.23
170,93,206597.32
8842,84,206590.58
7636,95,206575.78
5637,97,206571.06
6839,90,206568.13
6309,92,206548.88
6329,98,206536.36
9829,91,206534.12
2109,102,206531.53
3624,93,206527.98
8919,92,206520.25
4727,95,206514.15
2534,93,206503.36
1374,105,206472.22
9200,92,206465.50
7097,97,206463.47
354,98,206459.68
8816,90,206456.84
508,95,206454.36
8905,102,206424.34
8329,93,206416.07
5513,90,206390.55
411,85,206382.00
7956,91,206376.56
2073,97,206355.65
5338,102,206351.72
6435,93,206351.42
3572,90,206340.57
1951,92,206313.62
1306,98,206311.76
1016,87,206306.58
3064,93,206292.11
1096,88,206284.17
9030,88,206268.53
7341,93,206259.59
8773,93,206256.87
9497,101,206248.53
9022,88,206247.81
3875,92,206246.22
2206,91,206236.37
2862,93,206222.22
3502,88,206171.63
6811,93,206150.63
5708,91,206144.13
3751,92,206122.18
6036,93,206116.89
2092,95,206113.63
8136,93,206113.10
2164,102,206104.17
4235,98,206103.08
6707,98,206089.35
620,103,206087.80
7961,109,206086.20
3384,94,206085.25
2317,96,206071.09
9016,95,206059.36
4444,97,206045.20
9762,85,206021.92
351,94,206018.43
3533,93,206017.91
2930,92,206006.02
5370,88,206002.18
6538,92,205992.16
4930,87,205990.76
8557,99,205982.98
1608,92,205970.86
419,90,205959.78
975,89,205951.58
7259,102,205948.88
7310,86,205927.77
3885,86,205926.57
8029,90,205924.67
5999,98,205920.60
9321,92,205918.03
5304,96,205899.40
7688,99,205898.51
6168,96,205895.22
5486,93,205884.81
7507,90,205884.56
6661,85,205861.67
4826,100,205861.18
9325,96,205856.61
8288,110,205854.70
2301,94,205849.83
4695,93,205842.95
5747,90,205831.16
718,97,205811.08
517,89,205769.01
7359,95,205764.02
7454,98,205756.01
5641,93,205747.55
45,87,205737.57
2973,93,205720.74
8352,87,205719.70
8838,93,205719.25
7905,88,205703.02
4115,86,205688.55
1318,86,205678.03
6908,95,205677.19
5838,101,205673.04
7568,93,205663.29
1360,91,205651.42
2309,94,205637.86
7472,91,205618.32
6010,93,205609.55
143,97,205606.21
4386,86,205602.37
8322,94,205602.13
8487,95,205592.11
590,95,205576.14
9686,101,205552.36
275,84,205541.98
9213,95,205535.44
7963,90,205523.42
5790,91,205514.15
1136,89,205513.33
4976,89,205506.69
5635,97,205499.62
7863,86,205481.19
7743,86,205470.58
9852,95,205461.33
4529,89,205447.26
4642,91,205418.51
2058,100,205387.04
4916,93,205381.29
3956,89,205374.11
5986,95,205369.19
7632,100,205361.43
9902,98,205354.84
3712,96,205342.17
8507,95,205329.68
9958,94,205323.93
7137,90,205321.60
7174,88,205318.91
3297,97,205317.33
9567,100,205314.51
4882,79,205310.97
8255,94,205303.72
5009,93,205280.16
1464,90,205276.99
3790,80,205256.52
9339,90,205245.86
640,90,205242.99
9031,94,205220.13
5960,101,205209.53
296,91,205191.90
2546,87,205181.36
7411,93,205170.37
4202,94,205169.59
475,92,205161.83
4582,93,205161.80
6790,109,205158.05
9948,92,205146.66
3344,96,205138.96
4310,89,205111.94
2951,87,205097.61
4034,92,205094.02
439,90,205091.89
1678,87,205079.46
7175,93,205075.79
3638,93,205050.27
5491,86,205034.21
8568,95,205000.95
9390,100,204980.13
9692,102,204978.55
3276,95,204974.60
2887,97,204972.46
5083,90,204970.10
5617,99,204931.50
6400,96,204927.54
5865,98,204925.94
8713,88,204898.50
7776,86,204891.19
7864,87,204887.72
8432,88,204887.40
506,87,204866.08
7372,89,204865.47
1034,87,204861.06
3040,84,204837.15
7653,84,204834.30
5795,92,204830.77
6226,86,204823.06
6206,90,204822.87
7527,90,204817.69
5066,93,204802.48
1380,87,204802.25
7402,84,204791.81
9718,96,204774.48
1632,81,204772.42
741,91,204748.13
2811,89,204747.29
3221,89,204734.13
3268,93,204730.94
8106,98,204726.10
9512,91,204720.68
4499,92,204709.87
6665,90,204700.50
1770,84,204677.12
8879,86,204664.93
1849,88,204661.10
6647,91,204646.35
1241,93,204619.81
8450,96,204618.91
8633,94,204618.68
6391,93,204609.96
8662,87,204602.04
9861,93,204600.95
2041,93,204582.50
5013,94,204574.58
1860,92,204555.71
9507,83,204553.48
4888,94,204530.30
8476,98,204528.35
5225,97,204510.54
8332,97,204502.21
4067,96,204493.49
4208,97,204481.55
7159,90,204462.42
6767,88,204448.43
9093,90,204436.15
652,93,204434.50
9952,80,204416.81
5272,90,204413.97
1541,104,204408.03
4330,92,204386.49
2201,95,204377.33
5973,97,204374.93
6101,99,204355.59
7294,83,204324.12
1383,95,204317.08
6070,101,204311.41
1998,92,204302.83
9901,93,204295.36
3078,85,204286.64
6720,87,204282.74
9664,85,204282.24
4843,89,204281.22
6837,89,204280.89
9720,86,204268.74
2325,98,204261.50
9264,98,204260.55
6602,103,204260.27
5530,97,204257.31
7481,97,204253.32
3826,93,204242.44
4842,92,204231.55
50,94,204202.26
5619,92,204181.54
5386,103,204179.67
1983,85,204155.43
5143,90,204153.82
2089,88,204151.90
4868,98,204148.94
2273,88,204127.12
9842,93,204126.46
4092,87,204122.85
6584,95,204106.01
5435,89,204095.11
4742,98,204089.31
6783,97,204087.33
214,98,204078.77
667,87,204072.70
2594,83,204035.19
3469,94,204018.73
8784,97,203993.95
4773,94,203991.22
7389,93,203986.70
8768,94,203985.08
2064,105,203959.16
8677,84,203937.31
8731,95,203921.02
4874,93,203918.50
9338,95,203901.49
3871,94,203896.50
7422,86,203889.72
4435,92,203866.57
5622,91,203851.56
9760,87,203841.43
2233,98,203813.58
698,91,203811.03
8583,90,203791.06
5022,90,203788.29
1588,98,203783.36
7299,98,203773.31
1163,97,203772.34
7386,91,203769.59
3084,90,203768.22
9527,103,203766.03
8041,93,203755.81
256,93,203748.39
3025,85,203743.81
6475,99,203726.67
1809,88,203716.57
4076,81,203707.07
6038,107,203691.20
1301,90,203678.30
6919,85,203660.02
5415,94,203651.93
9562,90,203651.54
4637,85,203642.19
7860,97,203635.81
649,75,203621.64
7327,92,203601.18
3332,91,203599.96
7445,96,203598.47
1955,95,203595.10
8819,88,203591.74
2708,87,203588.02
3457,99,203572.97
1480,85,203554.22
1585,89,203546.82
4193,89,203542.84
5873,91,203542.49
4481,95,203540.97
9103,88,203536.26
1049,91,203536.17
423,98,203530.70
951,94,203528.62
2881,100,203522.10
596,91,203521.09
5940,94,203506.04
1288,88,203504.81
3603,87,203499.14
9029,95,203471.01
7015,95,203459.62
5861,88,203451.57
1320,81,203383.15
638,100,203382.89
2870,87,203380.42
576,84,203378.13
1172,92,203374.19
9208,90,203358.64
2470,92,203349.23
4416,100,203348.20
6053,89,203341.69
203,95,203336.07
9215,94,203320.92
9095,91,203283.02
8416,97,203273.79
1787,95,203271.11
2688,88,203268.53
9841,87,203263.48
4032,83,203263.39
3442,95,203256.94
8241,83,203255.25
655,93,203246.58
4224,90,203204.60
9482,86,203186.66
2677,89,203183.56
8686,94,203172.32
6498,97,203170.84
4552,93,203162.63
9934,93,203153.75
4219,89,203152.99
1540,87,203147.11
1251,92,203144.33
767,84,203134.81
1226,88,203119.85
6804,94,203117.15
7523,97,203115.13
8821,97,203091.90
7728,86,203080.54
4118,89,203072.57
1666,88,203072.28
2548,102,203056.91
9189,83,203053.99
2707,89,203049.05
8726,93,203034.54
1115,96,203032.28
4658,86,203026.08
1766,84,202978.72
8625,93,202977.89
6629,88,202969.78
8870,92,202962.72
7303,93,202957.88
8709,91,202941.18
4550,97,202930.92
1655,93,202930.64
1147,97,202914.59
3884,96,202914.33
6853,104,202911.84
8236,90,202904.35
785,93,202900.26
231,91,202894.75
4482,91,202890.54
3187,93,202856.17
9332,95,202854.62
3784,95,202840.54
9971,91,202828.02
3580,99,202825.27
5364,91,202820.12
9176,85,202819.83
1321,87,202814.30
8770,90,202791.56
6962,87,202779.80
9361,88,202779.36
9194,88,202757.04
3556,102,202755.58
1619,102,202753.40
8585,98,202753.13
66,99,202752.19
6822,94,202738.77
4360,97,202736.26
9995,92,202716.45
7331,83,202714.37
5916,94,202707.26
2705,88,202699.14
1577,94,202696.81
808,88,202694.11
3104,88,202684.33
8935,98,202683.06
2732,84,202682.46
4999,90,202662.11
444,93,202646.42
8711,85,202642.81
7556,93,202636.81
9207,98,202634.19
3977,86,202621.65
8702,89,202615.79
5689,92,202587.66
9614,97,202580.82
1319,91,202568.06
3373,96,202565.12
5051,96,202562.67
6159,101,202530.22
2789,91,202520.29
1492,91,202519.36
86,91,202514.08
4862,90,202507.81
5590,97,202494.43
6217,88,202484.88
3185,97,202475.15
5180,105,202470.65
5021,92,202469.85
1869,92,202467.09
1429,90,202452.31
7487,94,202445.69
876,90,202445.14
1476,86,202433.06
4344,97,202414.64
8208,81,202409.17
2011,91,202407.86
1387,93,202405.78
3973,86,202390.23
9076,95,202380.16
5819,91,202367.34
4962,97,202355.71
9987,101,202333.22
6828,93,202304.19
5245,89,202299.66
3665,85,202281.07
6693,95,202275.67
5990,102,202270.26
3857,82,202260.54
2344,93,202254.10
9617,89,202253.30
5884,91,202235.14
2976,84,202233.36
4203,94,202204.43
9060,91,202198.68
5697,93,202187.68
748,89,202180.52
1944,88,202164.38
8614,88,202148.98
8256,85,202147.38
2796,99,202145.28
8524,92,202139.50
1403,82,202123.37
2644,92,202119.77
777,99,202116.59
5717,93,202113.52
5348,89,202112.23
8660,89,202110.01
6479,83,202100.20
3239,78,202094.58
2487,96,202080.60
5464,96,202067.25
5762,89,202062.66
7749,83,202057.92
2660,88,202053.86
4425,95,202053.27
9243,91,202048.56
9202,95,202048.55
4762,95,202026.28
9931,95,202021.71
8238,94,202012.25
5036,94,202004.85
4236,89,202002.93
8399,87,201993.02
5811,86,201980.52
1681,89,201962.37
4652,92,201952.86
2243,87,201942.38
5769,89,201936.46
1350,87,201928.09
2136,93,201921.87
3203,96,201878.00
4937,83,201870.56
4646,95,201820.05
9383,99,201791.14
3740,91,201790.33
7055,96,201770.35
188,99,201769.70
1386,94,201735.72
2683,89,201734.20
8990,86,201698.99
1673,95,201694.80
3726,85,201660.51
6830,94,201655.44
650,95,201601.45
8818,91,201597.24
383,95,201596.79
9206,85,201569.23
5676,94,201516.37
9537,98,201505.22
7051,91,201497.09
9977,90,201488.87
7543,84,201487.59
6071,93,201442.92
2478,90,201432.87
9606,90,201427.00
3463,90,201424.74
3279,90,201420.15
3271,92,201407.11
1704,86,201384.24
5420,85,201357.40
2268,92,201331.49
8600,84,201320.61
1964,98,201263.10
1166,90,201241.66
4169,92,201219.24
2292,91,201193.42
2567,91,201183.60
7742,88,201176.03
6103,92,201146.28
4254,88,201098.14
4630,95,201093.92
2103,91,201088.82
3916,87,201061.14
1371,95,201057.91
2581,90,201028.90
1079,89,201008.25
8839,96,201006.02
7892,98,201004.96
2361,94,201003.12
5576,87,200995.07
7038,93,200987.09
48,92,200980.88
4769,95,200968.43
9611,88,200961.63
5109,91,200961.46
1913,88,200946.22
9569,94,200927.89
897,92,200915.87
9595,97,200912.66
2795,100,200881.67
7909,86,200872.90
2444,92,200848.55
1539,95,200830.58
6555,87,200818.95
8381,90,200813.65
2211,90,200786.32
1918,96,200782.25
5608,90,200759.77
6764,91,200755.03
9336,97,200741.71
8538,94,200734.20
6517,102,200729.88
4211,101,200713.90
2348,93,200678.50
4273,86,200675.55
8294,77,200670.61
2366,82,200669.80
860,86,200655.22
2912,89,200650.90
2605,82,200646.00
6546,96,200644.67
8721,92,200643.05
4506,85,200612.44
3176,84,200602.06
4087,92,200589.45
4381,84,200574.40
5733,92,200569.38
3414,87,200559.05
6756,85,200554.93
5553,79,200545.57
51,81,200519.84
4298,97,200512.92
6049,92,200475.55
2451,86,200469.52
8888,98,200463.18
1162,93,200416.84
2920,90,200401.28
9929,84,200399.42
4973,99,200358.49
5089,89,200357.73
24,92,200353.49
7262,90,200340.80
3316,91,200329.12
3114,88,200316.23
8850,80,200270.72
6338,96,200237.60
7663,93,200229.17
7063,101,200211.50
3558,92,200207.70
4776,89,200194.44
6032,89,200162.29
7801,90,200147.22
9410,86,200145.87
1238,92,200138.38
7415,91,200132.94
1516,98,200120.13
107,91,200116.86
543,95,200109.30
1661,88,200081.86
1821,90,200066.01
186,91,200055.78
2545,88,200041.01
5679,97,200036.99
877,93,200035.22
7555,83,200019.51
3347,91,199998.55
9979,86,199996.99
1570,88,199981.99
7631,95,199956.80
1246,85,199947.08
6212,99,199928.49
5558,97,199915.60
554,92,199905.37
3286,93,199899.14
7744,94,199874.17
2745,88,199864.31
5925,89,199859.64
5043,91,199848.28
3765,97,199844.69
8076,87,199830.94
6803,80,199812.27
16,87,199808.45
6985,99,199803.56
7673,98,199774.57
835,85,199769.23
1576,89,199761.86
493,98,199719.02
183,96,199715.06
2424,95,199708.85
2700,96,199694.84
1280,97,199666.93
5979,96,199666.43
65,95,199630.23
2199,102,199628.27
4992,87,199615.13
2116,86,199565.86
2712,94,199561.62
7127,96,199551.84
2195,92,199548.72
2915,93,199531.86
7242,86,199522.88
4980,91,199516.67
4443,87,199514.96
7808,98,199480.39
6986,92,199459.89
1348,95,199458.30
5055,94,199455.04
9653,90,199433.45
3938,88,199433.00
5181,82,199416.33
2721,93,199386.58
378,89,199380.15
703,85,199358.96
4238,89,199358.50
3614,86,199318.79
5268,90,199310.87
7214,88,199304.69
4187,82,199304.51
1427,91,199281.52
886,92,199266.44
7645,94,199257.77
3560,99,199238.38
3586,85,199229.53
9117,94,199225.50
2827,92,199224.47
3855,104,199193.75
9237,84,199182.02
9871,85,199157.10
1899,96,199148.41
5826,94,199129.98
6018,92,199127.33
8384,93,199126.81
7933,95,199118.64
8259,93,199118.37
6637,90,199096.69
9040,94,199073.67
9561,95,199052.67
9823,99,199041.67
8389,91,199028.36
5872,92,199027.84
6458,89,199023.34
5335,89,199005.74
3742,85,198977.68
1155,89,198960.10
9251,89,198948.87
3241,85,198905.07
2978,96,198898.40
3208,87,198886.54
9498,96,198840.97
3387,83,198832.64
3216,92,198805.50
6089,98,198800.43
7648,85,198798.62
2631,89,198792.32
15,97,198780.48
2793,88,198774.50
7286,91,198753.89
7540,93,198743.92
896,88,198735.12
5473,85,198730.13
4124,85,198727.06
1089,92,198723.24
236,93,198717.04
7706,92,198711.09
3109,98,198707.00
3799,78,198702.48
2146,89,198701.46
1122,102,198697.43
966,98,198691.08
3767,99,198643.78
320,92,198634.93
4726,90,198620.59
1863,93,198616.43
7223,81,198601.45
2060,104,198596.17
1674,99,198545.15
6046,93,198544.49
1776,101,198538.44
800,97,198533.26
80,93,198512.07
7304,84,198490.19
7887,93,198476.48
1974,81,198475.68
8772,98,198466.15
3306,93,198465.08
6123,82,198448.26
5426,88,198443.96
2559,92,198437.59
5534,96,198427.81
6666,92,198426.66
3374,84,198411.19
2563,101,198407.15
1038,96,198399.01
8451,83,198395.97
8035,91,198326.14
7616,78,198317.25
9493,98,198316.16
1310,93,198304.17
5168,94,198288.74
2457,90,198285.83
7596,97,198284.99
9743,101,198284.98
5427,88,198284.24
5812,86,198280.49
7870,85,198273.95
1859,89,198251.23
3653,89,198240.36
7775,94,198222.03
2140,86,198216.51
8374,90,198214.19
852,95,198203.63
445,94,198203.49
5132,90,198189.79
9033,80,198189.77
7714,87,198184.66
1081,92,198173.94
2008,87,198168.58
7833,89,198158.48
244,83,198152.36
5824,80,198085.26
7371,94,198070.98
8638,90,198036.91
2891,103,198029.33
5882,87,198028.62
2666,89,197995.19
7272,88,197994.13
5028,89,197981.37
6224,98,197964.88
7054,84,197950.69
6869,84,197929.44
5241,104,197889.48
7366,101,197878.56
7508,95,197867.04
5019,91,197857.58
5978,96,197847.28
1972,89,197846.09
6406,91,197835.29
8297,94,197833.85
6471,84,197822.60
4596,87,197788.57
1032,93,197788.52
4687,91,197786.00
1092,92,197769.04
9565,86,197759.90
3255,94,197759.57
3655,88,197756.86
6110,96,197743.84
1030,85,197738.19
954,83,197725.95
4186,85,197695.33
6687,86,197689.21
1491,91,197676.18
7917,81,197642.43
4231,89,197633.19
4721,83,197599.01
2236,88,197572.01
8388,93,197571.69
2687,93,197569.19
4619,101,197566.69
750,94,197524.31
5154,86,197518.98
6320,90,197497.78
8085,83,197479.85
7148,94,197472.60
628,78,197468.96
4798,83,197450.18
4553,85,197437.59
7060,95,197430.29
3923,93,197423.35
868,98,197406.00
83,97,197398.29
7090,94,197335.69
490,99,197305.51
2374,92,197305.17
2481,88,197280.96
1229,89,197280.34
4041,91,197266.56
8874,92,197256.66
7805,96,197256.15
1853,87,197239.68
9309,97,197236.36
4423,99,197234.92
8594,92,197226.03
6474,91,197219.36
7627,87,197209.57
740,90,197169.73
4226,93,197143.28
3546,87,197136.66
6678,96,197121.54
2932,83,197113.78
6657,90,197101.86
6296,90,197096.86
2455,92,197096.16
7376,93,197095.56
9976,90,197051.94
5200,94,197046.05
8960,90,197044.70
8499,89,197042.05
8412,83,197034.40
3545,89,196998.04
8689,87,196985.71
7212,81,196947.32
8020,96,196946.87
3609,88,196932.74
1022,91,196923.21
4429,93,196888.86
2046,88,196874.89
4495,92,196872.40
7766,92,196867.93
4696,94,196861.76
8405,88,196842.39
6289,99,196808.65
9062,93,196794.52
3311,98,196780.47
5031,92,196773.07
